pH,Electrical_Conductivity,Organic_Carbon,Available_Nitrogen,Available_Phosphorus,Available_Potassium,Exchangeable_Calcium,Exchangeable_Magnesium,Available_Sulfur,Iron,Manganese,Zinc,Copper,Soil_Depth,Soil_Type,Fit_for_Betel_Vine
7.81,0.34,0.61,297,25,235,3.05,1.6,16,23.14,2.02,0.77,0.59,Surface,Clayey,Yes
6.93,0.7,1.16,306,33,253,1.79,1.27,17,23.7,3.41,1.93,0.62,Surface,Sandy,Yes
6.63,0.65,0.86,352,31,183,2.98,0.86,15,22.28,8.52,1.51,0.39,Surface,Loamy,No
7.9,0.2,0.63,293,20,288,4.63,1.54,5,24.1,2.24,1.21,0.92,Subsurface,Sandy,Yes
7.07,0.69,0.84,371,18,204,4.4,0.62,9,6.04,7.32,0.53,0.97,Subsurface,Sandy,No
7.36,0.93,1.05,302,26,181,4.91,0.62,8,24.93,3.45,1.29,0.72,Surface,Mixed,No
7.69,0.24,1.08,282,35,281,4.12,1.73,12,5.41,6.05,1.12,0.32,Subsurface,Loamy,Yes
6.99,0.64,1.1,305,24,198,2.45,1.46,17,8.33,9.7,1.69,0.63,Surface,Clayey,Yes
7.57,0.41,0.9,277,17,267,2.06,1.51,9,6.62,7.19,1.34,0.44,Subsurface,Sandy,No
6.7,0.51,1.11,312,27,187,2.13,1.14,19,19.88,4.95,1.96,0.56,Surface,Sandy,Yes
6.94,0.36,0.86,256,17,243,3.81,2.08,19,6.74,7.51,0.67,0.74,Subsurface,Sandy,No
6.72,0.42,0.92,360,12,185,2.84,0.9,13,10.85,2.04,1.87,0.26,Subsurface,Loamy,No
7.72,0.13,1.03,379,31,263,2.95,1.67,6,17.76,9.6,1.07,0.36,Subsurface,Sandy,Yes
6.83,0.98,0.8,381,32,193,4.51,2.22,12,14.96,4.76,1.26,0.8,Surface,Loamy,Yes
7.58,0.66,0.55,257,28,283,4.04,2.17,17,7.72,9.84,1.78,0.23,Subsurface,Mixed,No
7.91,0.55,0.75,375,23,249,2.23,0.56,5,15.43,7.41,1.53,0.68,Subsurface,Mixed,No
7.29,0.45,0.94,298,11,255,2.1,1.06,12,11.81,4.3,1.92,0.41,Surface,Sandy,Yes
7.31,0.59,0.63,278,10,284,4.38,1.93,18,16.72,6.92,1.98,0.92,Surface,Loamy,No
7.19,0.44,0.6,331,39,250,4.84,1.98,18,15.77,5.04,1.46,0.87,Surface,Loamy,Yes
6.99,0.42,0.71,304,14,236,2.15,1.47,13,24.79,7.14,1.34,0.94,Subsurface,Clayey,Yes
7.21,0.52,0.52,344,26,288,4.83,0.9,15,22.27,8.33,0.88,0.28,Surface,Sandy,No
7.4,0.35,1.02,255,10,209,3.0,1.06,7,5.07,5.77,0.91,1.0,Surface,Clayey,No
7.98,0.26,0.68,361,30,259,4.67,2.1,6,8.52,3.78,0.88,0.31,Subsurface,Clayey,Yes
7.91,0.6,0.59,354,25,187,4.13,0.88,16,23.26,9.85,1.68,0.9,Surface,Loamy,No
7.79,0.86,0.99,289,12,193,4.67,2.38,17,15.79,5.3,1.42,0.5,Surface,Clayey,Yes
7.83,0.24,1.09,261,19,227,3.76,1.5,9,20.19,3.41,1.6,0.96,Subsurface,Loamy,No
7.2,0.13,0.51,313,28,263,2.05,1.07,13,15.07,7.91,1.72,0.2,Surface,Sandy,Yes
7.49,0.32,0.66,295,20,207,1.71,1.28,12,20.72,7.24,1.84,0.75,Surface,Mixed,Yes
7.84,0.98,1.16,263,32,185,3.69,1.01,5,7.66,8.53,0.72,1.0,Subsurface,Clayey,No
7.09,0.85,0.77,365,12,209,1.7,1.27,5,19.76,2.01,1.81,0.76,Subsurface,Mixed,Yes
7.94,0.64,1.16,286,11,298,2.33,0.76,12,22.39,4.78,1.47,0.77,Surface,Clayey,No
7.12,0.94,0.69,359,12,183,2.22,2.15,18,10.31,4.52,1.88,0.73,Surface,Sandy,Yes
7.4,0.5,0.65,311,24,279,2.99,2.43,7,12.37,9.39,1.89,0.98,Subsurface,Sandy,Yes
7.56,0.98,0.65,316,36,246,3.59,1.82,18,16.81,4.8,1.14,0.77,Subsurface,Loamy,Yes
7.93,0.37,0.56,329,29,189,4.69,2.12,18,22.36,6.22,1.57,0.6,Subsurface,Mixed,Yes
6.87,0.32,1.13,325,18,281,4.78,0.96,5,23.16,2.03,1.74,0.4,Subsurface,Loamy,No
7.62,0.67,1.19,263,24,206,4.94,0.63,14,15.69,8.47,0.89,0.82,Surface,Sandy,No
7.28,0.44,1.17,347,37,261,4.17,1.75,5,18.16,2.91,1.23,0.33,Subsurface,Clayey,Yes
6.9,0.66,1.1,382,11,224,4.72,2.14,8,22.46,9.06,0.89,0.25,Surface,Clayey,Yes
7.66,0.37,1.09,325,39,254,4.27,2.17,10,9.63,7.88,0.63,0.81,Surface,Clayey,Yes
7.33,0.66,0.96,275,15,279,4.69,1.57,13,21.5,6.45,1.55,0.5,Subsurface,Mixed,No
7.49,0.35,1.08,330,14,283,1.86,1.74,19,10.24,7.99,1.36,0.37,Surface,Clayey,Yes
6.98,0.15,0.65,357,15,214,4.87,1.24,9,16.62,8.34,1.1,0.81,Subsurface,Clayey,Yes
7.22,0.92,0.77,302,14,287,2.32,2.16,17,23.69,8.01,0.82,0.89,Surface,Sandy,Yes
7.43,0.89,0.95,312,31,192,3.49,1.9,11,15.23,7.29,0.78,0.28,Subsurface,Mixed,Yes
7.11,0.97,1.11,260,21,299,3.31,0.87,13,6.87,9.05,0.92,0.53,Surface,Sandy,No
6.8,0.74,0.96,282,13,234,3.48,1.06,9,22.92,5.38,1.97,0.22,Surface,Clayey,Yes
7.94,0.71,1.09,290,33,266,3.96,0.8,11,16.7,6.53,1.94,0.86,Surface,Loamy,No
7.27,0.6,0.83,289,37,222,3.39,1.51,13,6.42,9.76,1.77,0.21,Surface,Clayey,Yes
7.6,0.21,1.0,253,34,252,3.91,0.9,10,5.21,4.98,0.6,0.51,Subsurface,Clayey,No
7.12,0.27,1.19,260,35,247,3.37,0.82,13,10.23,8.01,1.75,0.92,Subsurface,Mixed,No
7.03,0.36,0.61,257,32,222,1.54,0.82,10,7.41,5.13,1.63,0.67,Subsurface,Loamy,No
7.11,0.9,1.15,398,39,219,3.7,1.03,15,17.57,5.76,1.91,0.84,Surface,Mixed,Yes
7.11,0.26,0.87,376,23,293,3.44,2.12,10,16.93,4.69,1.2,0.31,Subsurface,Sandy,Yes
7.32,0.93,0.95,376,23,210,3.55,2.38,7,21.82,3.22,1.27,0.29,Surface,Clayey,Yes
7.32,0.57,1.11,254,20,182,1.51,2.49,9,15.27,9.78,1.35,0.48,Subsurface,Sandy,No
7.25,0.74,0.79,281,37,279,3.14,0.58,17,10.06,5.58,1.32,0.74,Subsurface,Clayey,No
6.7,0.2,0.79,338,10,196,4.56,1.64,11,6.01,4.23,0.97,0.33,Subsurface,Loamy,Yes
7.24,0.34,0.87,307,30,259,2.66,1.03,6,5.21,7.17,0.74,0.25,Surface,Clayey,Yes
6.75,0.96,0.51,321,32,218,3.06,2.48,18,23.52,2.89,1.57,0.98,Surface,Clayey,Yes
6.69,0.34,0.85,275,14,245,1.93,2.47,10,7.89,6.35,1.87,0.43,Subsurface,Sandy,No
7.9,0.37,0.7,278,14,248,3.08,2.37,6,14.98,6.59,1.5,0.7,Subsurface,Sandy,No
7.41,0.28,1.15,331,21,276,2.89,0.53,13,20.9,3.57,1.74,0.73,Subsurface,Clayey,No
7.49,0.22,0.56,256,14,297,4.59,0.81,14,23.57,9.68,1.28,0.23,Surface,Clayey,No
7.1,0.31,0.82,355,30,256,1.62,1.6,16,9.03,6.76,1.26,0.65,Subsurface,Loamy,Yes
7.86,0.68,1.16,270,22,255,4.83,0.87,7,9.64,3.78,1.98,0.36,Surface,Clayey,No
7.46,0.51,1.13,345,20,198,3.52,2.21,18,8.59,8.67,1.99,0.27,Subsurface,Loamy,Yes
7.65,0.6,0.99,259,30,201,3.35,1.9,11,8.18,4.46,1.41,0.52,Surface,Sandy,No
7.05,0.21,0.91,311,10,283,4.6,0.87,11,14.1,7.84,1.06,0.83,Subsurface,Loamy,No
7.94,0.82,0.7,385,21,187,2.17,2.14,9,17.72,7.03,1.06,0.98,Subsurface,Clayey,Yes
7.73,0.81,0.76,363,15,287,2.23,1.5,19,19.13,3.28,1.51,0.6,Surface,Sandy,Yes
7.78,0.12,0.56,253,36,247,4.56,1.92,14,11.54,2.76,0.84,0.91,Subsurface,Loamy,No
6.76,0.45,1.05,389,20,250,4.75,0.78,16,17.48,6.86,1.97,0.96,Surface,Sandy,No
6.91,0.16,0.73,349,21,291,4.43,1.54,6,5.05,7.35,1.57,0.55,Subsurface,Loamy,Yes
6.93,0.81,0.97,268,38,265,1.64,2.05,9,22.77,3.05,0.74,0.32,Surface,Clayey,No
6.91,0.76,0.75,360,15,197,3.78,1.19,6,22.4,3.38,1.05,0.45,Surface,Clayey,Yes
7.78,0.91,0.83,280,33,185,3.08,0.87,7,15.88,2.4,0.84,0.51,Surface,Loamy,No
6.55,0.31,0.89,357,39,293,4.33,1.78,12,9.87,3.08,0.63,0.56,Subsurface,Sandy,Yes
6.61,0.51,1.06,275,14,183,2.05,1.79,10,24.44,6.7,1.47,0.72,Subsurface,Loamy,No
6.91,0.27,0.65,358,27,296,4.72,0.91,19,21.21,3.61,0.66,0.72,Subsurface,Mixed,No
6.8,0.43,0.78,383,25,220,2.67,0.64,14,5.34,4.31,1.09,0.63,Surface,Clayey,No
6.85,0.57,0.59,278,22,288,2.63,0.83,16,14.39,6.44,1.5,0.38,Surface,Sandy,No
7.7,0.15,0.55,266,16,230,2.12,1.05,18,7.04,5.31,0.74,0.49,Subsurface,Loamy,No
7.34,0.74,0.92,397,23,191,1.52,0.57,14,7.64,8.76,1.83,0.53,Subsurface,Sandy,No
6.51,0.59,0.63,359,10,291,2.59,2.35,19,5.03,6.57,0.78,0.73,Subsurface,Sandy,Yes
7.14,0.85,0.54,323,30,216,2.02,0.96,19,18.75,3.06,1.42,0.31,Surface,Clayey,No
7.11,0.34,1.13,345,37,181,4.08,1.98,17,10.05,5.07,1.89,0.39,Surface,Sandy,Yes
6.67,0.91,0.87,251,30,182,4.15,1.33,19,11.1,4.07,0.64,0.43,Subsurface,Clayey,No
7.51,1.0,0.59,286,21,224,4.4,1.5,19,5.94,4.07,0.66,0.61,Surface,Loamy,No
7.55,0.93,0.54,340,12,264,1.52,1.57,14,5.16,4.05,0.69,0.81,Surface,Mixed,Yes
7.58,0.8,0.58,396,27,218,2.73,2.05,8,20.85,5.35,1.04,0.88,Surface,Clayey,Yes
7.59,0.83,0.83,290,20,256,1.52,2.08,12,18.23,3.06,1.51,0.79,Subsurface,Sandy,Yes
6.5,0.62,0.97,393,29,291,3.28,0.78,14,12.65,4.02,1.31,0.8,Surface,Clayey,No
7.93,0.27,0.95,364,16,233,4.68,1.11,13,6.4,7.61,0.95,0.39,Surface,Mixed,Yes
7.72,0.71,0.6,313,19,257,2.93,1.65,9,20.52,8.62,1.43,0.91,Subsurface,Sandy,Yes
7.86,0.74,0.94,254,28,273,4.56,1.16,5,23.53,2.11,1.17,0.24,Subsurface,Loamy,No
6.52,0.99,0.78,395,22,197,4.82,0.77,10,15.55,2.67,1.03,0.63,Subsurface,Clayey,No
7.9,0.59,0.83,321,23,192,2.33,1.32,13,7.78,8.84,1.07,0.27,Subsurface,Sandy,Yes
7.71,0.34,1.06,390,24,193,1.54,0.94,10,18.05,3.72,1.04,0.68,Surface,Mixed,No
7.76,0.72,0.73,354,15,220,4.09,0.79,10,6.43,4.5,1.27,0.24,Surface,Sandy,No
6.64,0.98,0.6,323,16,219,3.53,1.11,9,8.31,4.7,1.07,0.71,Subsurface,Sandy,Yes
7.61,0.26,1.11,285,22,268,2.72,1.1,11,14.41,8.93,0.98,0.23,Subsurface,Loamy,Yes
7.94,0.39,0.65,396,25,280,2.79,0.69,17,9.98,3.3,0.98,0.33,Surface,Sandy,No
7.52,0.59,0.71,342,24,270,1.78,1.67,8,23.6,8.5,0.83,0.8,Surface,Sandy,Yes
7.36,0.25,0.99,358,27,266,4.55,1.13,8,21.18,5.74,0.81,0.44,Subsurface,Clayey,Yes
7.92,0.12,0.98,272,12,250,2.35,0.85,8,10.54,8.27,0.93,0.91,Subsurface,Loamy,No
7.16,0.4,1.06,362,25,227,1.84,2.14,13,24.28,7.5,1.96,0.28,Surface,Mixed,Yes
7.4,0.88,0.63,260,34,189,4.23,0.51,18,12.57,7.86,0.81,0.62,Surface,Clayey,No
7.21,0.14,0.75,382,10,268,3.2,1.41,14,16.37,2.91,1.17,0.94,Subsurface,Loamy,Yes
7.9,0.49,0.59,344,33,233,4.17,1.37,7,16.28,4.47,1.86,0.53,Surface,Sandy,Yes
6.61,0.79,0.88,262,10,214,4.66,1.84,14,17.99,3.82,0.52,0.46,Surface,Loamy,No
7.25,0.96,0.7,335,28,203,2.84,1.28,7,9.87,3.01,1.41,0.97,Subsurface,Loamy,Yes
7.53,0.99,0.98,284,15,228,1.69,1.53,15,23.44,7.11,1.81,0.54,Subsurface,Mixed,Yes
7.69,0.48,0.5,332,20,221,2.39,2.32,7,10.31,7.56,0.75,0.76,Surface,Sandy,Yes
7.37,0.96,0.54,278,33,254,1.68,0.84,7,18.3,3.13,1.72,0.94,Subsurface,Mixed,No
7.86,0.13,0.8,332,16,263,2.02,0.71,17,20.32,8.15,1.47,0.21,Surface,Loamy,No
7.91,0.77,1.17,329,12,253,4.47,1.99,16,22.63,4.29,1.73,0.66,Subsurface,Mixed,Yes
6.6,0.68,1.12,344,37,229,4.79,1.99,17,14.14,5.01,0.61,0.77,Subsurface,Clayey,Yes
7.1,0.32,1.2,393,15,200,3.87,2.34,12,19.23,9.95,0.61,0.54,Surface,Sandy,Yes
6.54,0.56,0.79,252,10,207,4.06,2.47,13,6.71,3.54,0.71,0.74,Subsurface,Loamy,No
6.99,0.22,0.53,371,17,271,4.06,1.27,17,20.56,2.94,1.97,0.85,Subsurface,Mixed,Yes
7.31,0.88,0.71,373,34,234,1.93,1.25,12,20.11,4.15,1.82,0.45,Subsurface,Clayey,Yes
7.87,0.42,0.97,272,34,206,1.66,2.31,8,13.21,9.45,1.36,0.46,Surface,Sandy,No
7.77,0.66,0.59,386,23,276,3.94,2.22,14,11.27,2.96,1.29,0.27,Subsurface,Clayey,Yes
6.69,0.24,0.71,282,13,247,1.63,1.25,11,12.6,6.93,0.88,0.96,Subsurface,Clayey,Yes
6.64,0.29,0.54,341,13,278,4.34,0.65,8,6.81,8.34,0.82,0.23,Surface,Sandy,No
7.38,0.99,0.83,273,32,263,3.57,1.66,14,17.76,9.38,0.85,0.58,Subsurface,Clayey,No
7.3,0.78,0.65,356,32,185,1.9,1.04,5,23.26,5.82,1.6,0.63,Surface,Mixed,Yes
6.9,0.97,0.56,299,25,237,3.81,2.32,11,18.31,5.66,1.45,0.31,Surface,Loamy,Yes
7.85,0.37,0.79,301,20,185,3.62,2.11,7,16.61,8.62,1.25,0.59,Surface,Sandy,Yes
7.89,0.25,0.75,287,31,239,2.82,2.3,18,24.81,3.57,1.75,0.44,Subsurface,Sandy,Yes
7.1,0.55,0.88,293,16,260,4.36,0.66,9,15.84,5.7,0.59,0.84,Surface,Mixed,No
7.84,0.55,1.02,338,39,198,2.57,2.23,18,11.92,7.1,0.55,0.86,Subsurface,Clayey,Yes
7.08,0.26,0.58,375,10,292,2.82,1.69,7,19.09,7.6,1.73,0.55,Surface,Clayey,Yes
7.61,0.76,1.05,305,18,240,3.94,0.93,5,15.43,2.89,1.12,0.55,Subsurface,Mixed,No
7.21,0.43,0.52,294,39,196,4.13,1.1,13,24.44,8.94,1.5,0.26,Subsurface,Mixed,Yes
6.68,0.27,0.81,378,38,228,2.46,1.41,6,22.96,8.55,1.11,0.49,Subsurface,Mixed,Yes
7.89,0.4,0.91,336,15,182,1.56,1.76,6,23.94,4.54,1.16,0.52,Surface,Mixed,Yes
7.18,0.61,1.17,365,33,289,2.12,0.97,10,5.02,5.81,0.53,0.56,Surface,Clayey,No
7.6,0.75,0.9,313,22,213,2.42,0.91,5,11.68,5.07,1.3,0.56,Surface,Clayey,No
7.05,0.53,0.61,385,30,241,4.67,2.28,12,17.54,9.85,0.55,0.27,Surface,Mixed,Yes
6.53,0.57,0.86,385,21,239,4.63,2.19,8,11.17,6.67,1.03,0.33,Subsurface,Mixed,Yes
6.65,0.23,0.78,278,32,247,3.81,2.03,7,18.13,4.16,0.71,0.55,Surface,Clayey,No
7.24,0.92,0.84,262,28,266,3.98,2.02,9,19.3,7.97,0.83,0.5,Surface,Sandy,No
7.53,0.94,0.64,378,35,261,3.67,2.03,12,17.47,8.57,1.86,0.31,Surface,Clayey,Yes
7.0,0.72,0.85,278,26,213,4.23,2.35,5,14.17,7.81,1.95,0.72,Subsurface,Mixed,No
7.54,0.12,0.61,286,32,208,2.73,2.19,9,18.94,2.67,0.55,0.29,Surface,Loamy,Yes
7.55,0.58,1.02,250,30,239,3.41,1.28,13,20.61,4.3,1.87,0.2,Subsurface,Mixed,No
7.56,0.67,0.92,357,10,223,3.85,1.44,6,18.92,4.9,1.78,0.69,Surface,Sandy,Yes
7.24,1.0,0.55,318,18,194,3.14,1.71,12,21.24,3.73,1.27,0.27,Subsurface,Clayey,No
7.87,1.0,1.12,366,34,224,4.2,1.45,6,23.95,5.85,1.23,0.25,Surface,Loamy,No
7.23,0.87,0.93,360,31,254,4.76,1.09,11,7.05,4.56,1.08,0.27,Surface,Sandy,Yes
7.18,0.16,0.72,312,36,282,3.82,2.22,13,23.13,2.29,1.48,0.95,Subsurface,Mixed,Yes
6.8,0.96,0.53,271,34,188,1.76,2.11,9,10.47,7.22,0.77,0.28,Surface,Clayey,No
6.96,0.65,0.94,343,32,290,3.64,1.28,15,16.28,5.49,0.61,0.87,Subsurface,Sandy,Yes
6.56,0.82,0.76,260,17,214,3.94,0.73,13,23.85,2.22,1.97,0.82,Subsurface,Clayey,No
7.45,0.47,1.14,278,36,189,2.49,0.51,5,17.4,9.46,1.73,0.87,Surface,Sandy,No
6.87,0.39,0.52,355,11,283,2.63,0.68,19,6.68,7.21,1.07,0.68,Surface,Mixed,No
6.96,0.52,0.53,252,27,217,3.58,0.81,11,14.98,2.59,0.6,0.32,Subsurface,Loamy,No
7.66,0.23,1.16,252,13,208,3.97,1.82,8,22.89,9.12,1.94,0.82,Subsurface,Sandy,No
6.99,0.42,1.18,323,10,225,4.55,0.94,11,13.24,5.37,0.58,0.65,Surface,Loamy,No
6.86,0.87,0.52,263,33,249,4.17,1.77,19,21.96,3.92,0.5,0.65,Surface,Mixed,No
6.75,0.13,1.0,330,30,262,1.97,1.16,5,20.88,2.37,0.93,0.69,Subsurface,Sandy,Yes
7.66,0.24,0.66,314,21,269,2.72,2.29,11,23.13,7.96,1.62,0.32,Subsurface,Loamy,Yes
6.69,0.21,0.99,392,25,252,2.02,1.44,11,10.26,9.75,1.77,0.43,Surface,Clayey,Yes
7.18,0.46,1.11,366,39,284,4.15,1.85,18,14.93,3.48,1.38,0.99,Surface,Clayey,Yes
7.26,1.0,0.57,379,32,295,2.43,1.42,14,11.7,5.34,1.19,0.9,Surface,Mixed,No
7.53,0.26,0.67,331,37,291,1.93,2.33,19,15.69,3.9,0.52,0.49,Surface,Sandy,Yes
7.45,0.23,0.52,277,27,224,1.84,1.87,16,5.38,6.58,1.02,0.99,Subsurface,Mixed,No
7.72,0.92,0.53,343,14,256,1.9,1.78,19,9.83,8.97,0.63,0.26,Surface,Mixed,Yes
6.57,0.89,0.52,316,25,269,2.36,1.68,16,24.48,3.05,0.83,0.48,Surface,Loamy,Yes
6.94,0.13,1.06,252,18,287,4.24,2.48,14,17.06,4.39,0.6,0.64,Subsurface,Mixed,No
6.92,0.78,0.71,253,18,297,2.33,1.87,11,8.47,3.32,1.85,0.7,Subsurface,Mixed,No
6.72,0.69,0.85,393,11,232,2.48,2.01,14,15.17,3.83,1.56,0.84,Surface,Mixed,Yes
6.93,0.79,1.05,341,23,263,4.58,0.66,18,18.96,3.04,1.18,0.79,Subsurface,Loamy,No
6.96,0.55,0.85,321,20,181,3.05,2.13,6,17.07,7.08,1.9,0.75,Subsurface,Mixed,Yes
7.28,0.99,0.8,353,11,183,3.28,1.69,17,15.04,2.35,0.81,0.98,Surface,Loamy,Yes
7.5,0.14,0.51,265,25,250,1.51,1.17,10,18.48,7.83,1.93,0.68,Subsurface,Clayey,No
7.07,0.31,0.9,280,30,198,1.79,1.66,16,8.34,3.14,0.61,0.21,Surface,Clayey,Yes
7.58,0.46,0.59,336,28,278,4.09,1.75,7,13.76,4.13,1.7,0.69,Surface,Loamy,Yes
7.0,0.5,1.04,379,22,190,2.67,1.02,15,20.01,4.76,0.99,0.81,Surface,Clayey,Yes
6.94,0.93,0.68,322,26,262,2.02,1.37,10,16.59,5.05,0.7,0.93,Surface,Mixed,Yes
7.31,0.6,0.97,340,36,211,3.0,1.94,9,23.13,3.38,1.49,0.51,Subsurface,Clayey,Yes
6.54,0.14,0.95,303,38,193,1.66,0.95,15,13.88,5.91,1.45,0.24,Surface,Mixed,No
6.62,0.47,0.93,399,10,228,3.98,2.17,8,7.64,9.16,1.9,0.3,Subsurface,Sandy,Yes
7.13,0.47,0.69,322,30,248,1.78,0.66,12,5.98,5.67,0.91,0.93,Subsurface,Loamy,No
7.91,0.97,0.69,377,28,204,1.69,1.66,6,14.55,2.22,1.65,0.96,Subsurface,Loamy,Yes
7.58,0.64,1.1,348,25,193,2.97,1.26,11,13.75,4.91,1.88,0.39,Surface,Sandy,Yes
6.63,0.67,0.51,325,34,218,3.55,0.61,8,10.13,5.23,1.18,0.74,Surface,Mixed,No
7.77,0.74,0.63,398,22,191,4.17,2.05,18,16.81,4.27,1.13,0.58,Subsurface,Clayey,Yes
7.6,0.79,0.93,335,37,228,1.75,1.59,11,10.0,4.37,1.05,0.68,Surface,Sandy,Yes
7.42,0.67,1.07,288,28,263,2.67,1.93,9,9.33,3.59,1.98,0.24,Subsurface,Loamy,Yes
7.73,0.31,0.75,390,12,297,2.44,1.26,9,17.44,9.65,1.41,0.97,Subsurface,Sandy,Yes
7.11,0.89,0.96,294,12,296,4.1,2.22,13,23.9,6.24,1.88,0.58,Surface,Mixed,Yes
6.83,0.76,0.89,336,39,197,2.79,0.67,17,9.06,6.29,1.17,0.82,Surface,Clayey,No
7.27,0.77,0.55,368,10,180,3.7,0.97,19,8.66,5.4,1.82,0.61,Subsurface,Loamy,No
7.32,1.0,0.94,266,12,286,3.21,2.09,19,15.39,6.94,1.19,0.89,Surface,Mixed,No
7.31,0.82,1.07,333,25,183,3.49,2.41,9,7.39,5.39,0.74,0.71,Subsurface,Clayey,Yes
7.35,0.85,1.19,384,30,191,2.78,2.19,12,10.88,7.51,1.4,0.46,Subsurface,Mixed,Yes
7.92,0.96,0.52,381,17,205,2.34,0.96,11,24.82,2.71,1.8,0.6,Surface,Loamy,No
7.85,0.24,0.96,280,32,211,1.71,1.2,18,21.82,2.24,0.55,0.83,Subsurface,Loamy,Yes
7.81,0.55,0.79,343,25,280,2.11,2.03,16,19.12,6.5,0.93,0.41,Subsurface,Loamy,Yes
7.7,0.62,0.51,344,37,258,2.1,2.39,8,5.52,7.87,1.92,0.83,Subsurface,Clayey,Yes
7.92,0.4,0.93,381,22,231,4.77,1.08,17,10.3,7.35,0.91,0.77,Surface,Clayey,Yes
6.65,0.86,0.59,331,22,278,4.78,1.27,12,16.39,5.19,1.1,0.21,Surface,Mixed,Yes
6.9,0.79,0.76,333,20,269,2.4,0.55,11,19.21,2.03,0.99,0.89,Subsurface,Sandy,No
7.24,0.75,0.68,289,13,194,1.87,1.51,16,18.37,2.97,0.89,0.62,Surface,Clayey,Yes
7.77,1.0,0.75,353,13,187,2.49,0.68,8,8.71,5.14,1.09,0.94,Subsurface,Mixed,No
7.26,0.33,0.84,361,24,271,4.29,0.67,10,14.33,7.31,1.78,0.21,Subsurface,Sandy,No
7.62,0.76,0.75,296,37,209,4.55,2.02,18,8.97,4.5,0.99,0.89,Subsurface,Clayey,Yes
6.71,0.6,0.89,299,13,233,3.25,1.19,11,23.47,6.25,1.55,0.82,Subsurface,Clayey,Yes
6.88,0.38,0.67,300,17,286,3.39,2.37,17,16.15,3.4,0.87,0.73,Surface,Sandy,Yes
7.6,0.24,0.94,287,33,287,3.11,1.93,14,12.81,3.36,0.77,0.68,Subsurface,Sandy,Yes
6.75,0.91,1.1,386,11,246,2.14,1.09,17,23.36,7.94,1.71,0.68,Subsurface,Clayey,Yes
7.03,0.64,0.66,398,24,249,1.67,1.86,19,23.08,5.51,0.69,0.87,Surface,Clayey,Yes
6.9,0.84,0.86,258,32,274,3.67,2.23,15,15.08,9.59,1.66,1.0,Surface,Loamy,No
7.02,0.59,0.95,365,37,269,4.3,1.37,16,18.74,3.69,1.45,0.57,Subsurface,Mixed,Yes
7.56,0.3,0.9,274,36,187,4.12,1.62,11,11.38,5.58,1.3,0.65,Surface,Mixed,No
7.05,0.4,0.76,362,23,282,4.65,0.93,12,11.15,3.51,1.19,0.35,Subsurface,Mixed,No
7.33,0.44,0.95,285,37,242,4.35,1.3,13,15.99,4.05,1.3,0.51,Subsurface,Clayey,Yes
6.65,0.98,0.52,360,30,272,2.51,1.66,9,21.93,7.12,0.69,0.34,Surface,Clayey,Yes
7.71,0.11,0.76,327,11,196,1.91,1.73,6,16.94,9.28,0.87,0.21,Surface,Loamy,Yes
7.05,0.99,0.87,330,38,195,3.01,1.94,14,14.18,3.03,0.53,0.78,Subsurface,Loamy,Yes
7.47,0.98,0.51,277,12,297,2.72,2.41,16,18.28,3.04,1.55,0.44,Surface,Loamy,No
7.59,1.0,0.86,294,20,292,4.05,2.18,17,21.25,9.62,1.7,0.9,Subsurface,Clayey,No
6.81,0.53,0.96,354,16,224,1.74,2.2,19,20.75,7.89,1.53,0.59,Surface,Sandy,Yes
7.83,0.97,1.03,297,25,247,4.8,1.62,9,12.41,4.5,1.56,0.84,Surface,Sandy,Yes
7.42,0.46,0.58,385,31,189,4.85,0.79,18,23.71,5.26,1.8,0.54,Subsurface,Loamy,No
7.14,0.12,1.19,391,31,259,1.81,1.77,15,5.32,8.31,1.55,0.87,Subsurface,Loamy,Yes
6.77,0.3,0.92,264,37,198,3.02,1.31,18,14.02,7.59,1.03,0.88,Subsurface,Mixed,No
7.91,0.95,0.75,377,16,218,4.65,0.56,11,23.15,6.88,0.86,0.57,Surface,Sandy,No
7.63,0.11,0.67,312,31,229,2.16,0.89,17,18.92,8.92,1.12,0.95,Subsurface,Clayey,No
6.81,0.59,0.9,308,20,256,3.92,2.02,18,19.08,4.5,1.19,0.44,Surface,Loamy,Yes
7.01,0.17,1.12,252,11,239,3.99,1.76,7,8.13,3.69,0.91,0.5,Surface,Clayey,No
7.71,0.36,0.86,288,17,247,2.32,2.46,14,16.64,5.28,0.94,0.58,Surface,Sandy,Yes
7.54,0.18,0.96,271,16,211,1.52,2.35,9,24.34,2.06,1.56,0.8,Subsurface,Loamy,No
7.65,0.87,0.75,350,15,296,3.83,1.69,10,9.23,6.06,0.81,0.52,Subsurface,Mixed,Yes
7.16,0.63,0.77,376,25,261,3.66,0.81,10,11.54,4.92,1.65,0.27,Surface,Sandy,No
7.57,0.91,0.7,269,30,259,3.77,1.17,8,12.77,3.06,0.89,0.2,Surface,Clayey,No
7.08,0.72,0.99,396,20,268,2.05,0.97,7,12.2,9.0,1.11,0.9,Surface,Clayey,No
6.82,0.97,0.75,390,31,293,3.61,1.44,15,17.54,3.56,0.91,0.71,Surface,Clayey,Yes
7.45,0.56,0.63,340,39,243,3.4,2.1,8,9.69,7.65,1.73,0.34,Surface,Loamy,Yes
